_id,PK,CCR,HIERARCHY,INCIDENTTIME,Date,Time,INCIDENTLOCATION,Zip_Code,CLEAREDFLAG,Neighborhood,Police_Zone,Incident_Description,OFFENSES,INCIDENTTRACT,Council_District,PUBLIC_WORKS_DIVISION,Latitude ,Longitude 
3223,148165810,17010973,9,2017-01-18T18:00:00,2017-01-18,18:00:00,"Middle St & Foreland St Pittsburgh, PA 15212",15212,Y,East Allegheny,1,TAMPER WITH/FAB PHYS EVIDENCE,4910 Tampering with or Fabricating Physical Evidence. / 5104 Resisting Arrest or Other Law Enforcement. / 13(a)(32) Paraphernalia - Use or Possession / 13(a)(16) Possession of Controlled Substance / 5121 Escape. / 4914 False Identification to Law Enforcement Authorities / 902 Criminal Solicitation. / 5902(e) Patronizing a Prostitute,2304,1,1,-79.99938941,40.45456873
3559,148555440,17003590,9,2017-01-06T19:32:00,2017-01-06,19:32:00,"1200 Block Faulkner St Pittsburgh, PA 15204",15204,Y,Sheraden,6,TAMPER WITH/FAB PHYS EVIDENCE,4910 Tampering with or Fabricating Physical Evidence. / 3925 Receiving Stolen Property. / 6106 Firearms not to be Carried without a License.,2022,2,5,-80.06369552,40.4549373
145,146966248,17000403,10,2017-01-01T15:13:00,2017-01-01,15:13:00,"Allegheny Ave & N Lincoln Ave Pittsburgh, PA 15233",15233,N,Chateau,1,TERRORISTIC THREATS,2706 Terroristic Threats. / 5503(a)(4) DISORDERLY CONDUCT - HAZARDOUS/PHYS. OFF,2108,1,1,-80.01859951,40.45060233
227,146974754,17000532,10,2017-01-01T20:26:00,2017-01-01,20:26:00,"5100 Block Baum Blvd Pittsburgh, PA 15224",15224,N,Bloomfield,5,TERRORISTIC THREATS,2706 Terroristic Threats.,804,7,2,-79.94294344,40.45570974
334,147241847,17002381,10,2017-01-04T20:09:00,2017-01-04,20:09:00,"200 Block Venture St Pittsburgh, PA 15214",15214,Y,Perry North,1,TERRORISTIC THREATS,2706 Terroristic Threats.,2607,1,1,-80.01436966,40.48524843
385,147122596,17001601,10,2017-01-03T16:54:00,2017-01-03,16:54:00,"100 Block Smithfield St Pittsburgh, PA 15222",15222,Y,Central Business District,2,TERRORISTIC THREATS,2706 Terroristic Threats. / 5505 Public Drunkenness / 5503 Disorderly Conduct. / 3503.B1I DEF. TRESPASS ACTUAL COMMUNICATION,201,6,6,-80.00022114,40.43729589
406,147414367,17003906,10,2017-01-07T11:57:00,2017-01-07,11:57:00,"1100 Block Crucible St Pittsburgh, PA 15220",15220,N,Crafton Heights,6,TERRORISTIC THREATS,2709(a) Harassment. / 2706 Terroristic Threats.,2814,2,5,-80.04274208,40.44415492
605,146630992,16239676,10,2016-12-26T17:21:00,2016-12-26,17:21:00,"400 Block Oak Hill Dr Pittsburgh, PA 15213",15213,Y,Terrace Village,2,TERRORISTIC THREATS,2706 Terroristic Threats. / 5505 Public Drunkenness / 5503(a)(3) DISORDERLY CONDUCT - OBSCENE LANG/GEST / 3503.B1I DEF. TRESPASS ACTUAL COMMUNICATION,510,6,3,-79.96966678,40.44210394
608,147444461,17004449,10,2017-01-08T10:35:00,2017-01-08,10:35:00,"4200 Block 5th Ave Pittsburgh, PA 15213",15213,N,North Oakland,4,TERRORISTIC THREATS,2706 Terroristic Threats.,403,8,3,-79.95319334,40.44430229
618,146928433,16241848,10,2016-12-30T13:41:00,2016-12-30,13:41:00,"400 Block Nobles Ln Pittsburgh, PA 15210",15210,N,Carrick,3,TERRORISTIC THREATS,2709(a)(3) Harassment No Legitimate Purpose / 2706 Terroristic Threats. / 2709(a)(6) Harassment Communicates Repeatedly at Extreme Hours / 2709(a)(5) Harassment Communicates Repeatedly in Anonymous Manner,2901,4,4,-79.99618099,40.40181175
857,147701044,17006698,10,2017-01-12T01:33:00,2017-01-12,01:33:00,"1700 Block Belleau Dr Pittsburgh, PA 15212",15212,Y,Fineview,1,TERRORISTIC THREATS,2706 Terroristic Threats. / 5104 Resisting Arrest or Other Law Enforcement. / 5505 Public Drunkenness / 5503(a)(2) DISORDERLY CONDUCT - UNREASONABLE NOISE,2509,6,1,-80.00698007,40.46030258
945,147481809,17004920,10,2017-01-09T08:01:00,2017-01-09,08:01:00,"200 Block East Ohio St Pittsburgh, PA 15212",15212,Y,Allegheny Center,1,TERRORISTIC THREATS,2706 Terroristic Threats. / 2701(b)(1) Simple Assault - Fight or Scuffle Entered by Mutual Consent / 4914 False Identification to Law Enforcement Authorities,2204,1,1,-80.00366043,40.45302239
961,146772257,16240684,10,2016-12-28T14:20:00,2016-12-28,14:20:00,"Forbes Ave & Murray Ave Pittsburgh, PA 15217",15217,N,Squirrel Hill North,4,TERRORISTIC THREATS,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats / 2706 Terroristic Threats.",1403,5,3,-79.92298427,40.43805623
971,146946130,16242502,10,2016-12-31T16:52:00,2016-12-31,16:52:00,"Bennett St & Brushton Ave Pittsburgh, PA 15221",15221,Y,Homewood North,5,TERRORISTIC THREATS,"2701(a)(3) Simple Assault - Attempts by Physical Menace  / 2706 Terroristic Threats. / 6105(a)(1) Persons not to possess, use, manufacture, control, sell or transfer firearms: Former Convict enumerated in subsection (b) / 1501 Drivers Required to be Licensed.",1304,9,2,-79.88845816,40.45459781
987,147335146,17003025,10,2017-01-05T20:44:00,2017-01-05,20:44:00,"1400 Block Harlow St Pittsburgh, PA 15204",15204,Y,Chartiers City,6,TERRORISTIC THREATS,2706 Terroristic Threats. / 2701(a)(3) Simple Assault - Attempts by Physical Menace ,2021,2,5,-80.07131361,40.45935598
1149,147450883,16242502,10,2016-12-31T16:52:00,2016-12-31,16:52:00,"Frankstown Ave & Neuman Way Pittsburgh, PA 15221",15221,Y,Homewood North,5,TERRORISTIC THREATS,"2701(a)(3) Simple Assault - Attempts by Physical Menace  / 2706 Terroristic Threats. / 6105(a)(1) Persons not to possess, use, manufacture, control, sell or transfer firearms: Former Convict enumerated in subsection (b) / 1501 Drivers Required to be Licensed.",1304,9,2,-79.88753372,40.45539952
1303,147582431,17005869,10,2017-01-10T18:00:00,2017-01-10,18:00:00,"1300 Block Reddour St Pittsburgh, PA 15212",15212,N,Central North Side,1,TERRORISTIC THREATS,"2706 Terroristic Threats. / 2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",2206,1,1,-80.00824182,40.45697438
1305,147585200,17005842,10,2017-01-10T15:10:00,2017-01-10,15:10:00,"1400 Block Woods Run Ave Pittsburgh, PA 15212",15212,Y,Marshall-Shadeland,1,TERRORISTIC THREATS,2706 Terroristic Threats. / 2709(a) Harassment.,2715,1,1,-80.03341516,40.47621674
1307,147585801,17005210,10,2017-01-09T17:30:00,2017-01-09,17:30:00,"3100 Block Landis St Pittsburgh, PA 15204",15204,Y,Sheraden,6,TERRORISTIC THREATS,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats / 2706 Terroristic Threats. / 6106 Firearms not to be Carried without a License. / 903 Criminal Conspiracy. / 6110.1 Possesion of Firearm by Minor / 2709(a.1)(1)(ii) Cyber Harassment Of A Child Through An Electronic Social Media Service: Threat To Inflict Harm",2018,2,5,-80.05559692,40.45647359
1316,147589150,17005929,10,2017-01-10T20:31:00,2017-01-10,20:31:00,"300 Block N Craig St Pittsburgh, PA 15213",15213,Y,North Oakland,4,TERRORISTIC THREATS,"2706 Terroristic Threats. / 2709(a)(1) Harassment by Physical Contact, or Attempts or Threats / 5505 Public Drunkenness / 3503.B1I DEF. TRESPASS ACTUAL COMMUNICATION",507,8,3,-79.94938724,40.44559065
1326,146951551,16242684,10,2016-12-31T23:30:00,2016-12-31,23:30:00,"300 Block W Station Square Dr Pittsburgh, PA 15201",15201,Y,Crawford-Roberts,3,TERRORISTIC THREATS,2706 Terroristic Threats. / 5505 Public Drunkenness / 5503(a)(3) DISORDERLY CONDUCT - OBSCENE LANG/GEST / 3503.B1I DEF. TRESPASS ACTUAL COMMUNICATION,305,2,5,-80.00625719,40.43444035
1375,147423833,17004040,10,2017-01-07T16:50:00,2017-01-07,16:50:00,"200 Block S 9th St Pittsburgh, PA 15203",15203,N,South Side Flats,3,TERRORISTIC THREATS,2706 Terroristic Threats.,1702,6,6,-79.99840713,40.44371299
1505,147441696,17003945,10,2017-01-07T11:00:00,2017-01-07,11:00:00,"800 Block Lincoln Ave Pittsburgh, PA 15206",15206,N,Homewood West,5,TERRORISTIC THREATS,"2706 Terroristic Threats. / 3304(a)(4) CRIMINAL MISCHIEF- Intentionally Damage Property (By Graffiti, Aerosol Spray Paint, Broad Tip Marker, or Similar) / 2709(a)(4) Harassment Communicates Prohibited Acts",1207,9,2,-79.90445949,40.46313423
1588,147589646,17005907,10,2017-01-10T19:53:00,2017-01-10,19:53:00,"2300 Block East Hills Dr Pittsburgh, PA 15221",15221,Y,East Hills,5,TERRORISTIC THREATS,2706 Terroristic Threats. / 2701(a)(3) Simple Assault - Attempts by Physical Menace  / 3304 Criminal Mischief.,1306,9,2,-79.87136146,40.45656464
1681,146674593,16240088,10,2016-12-27T01:00:00,2016-12-27,01:00:00,"1100 Block St Martin St Pittsburgh, PA 15203",15203,N,South Side Slopes,3,TERRORISTIC THREATS,2706 Terroristic Threats. / 2701(a)(3) Simple Assault - Attempts by Physical Menace ,1706,3,4,-79.98633023,40.42247509
1685,146850513,16241370,10,2016-12-29T17:08:00,2016-12-29,17:08:00,"5600 Block 5th Ave Pittsburgh, PA 15232",15232,Y,Shadyside,4,TERRORISTIC THREATS,2706 Terroristic Threats. / 2709 Harassment (Non-Specific),703,8,3,-79.93043113,40.44916137
1701,146899348,16241789,10,2016-12-30T11:30:00,2016-12-30,11:30:00,"1400 Block Forbes Ave Pittsburgh, PA 15219",15219,Y,Bluff,2,TERRORISTIC THREATS,2706 Terroristic Threats. / 2709(a)(4) Harassment Communicates Prohibited Acts,103,6,3,-79.98649704,40.43767406
1773,146974827,17000568,10,2017-01-01T16:00:00,2017-01-01,16:00:00,"200 Block Steuben St Pittsburgh, PA 15220",15220,N,Elliott,6,TERRORISTIC THREATS,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats / 2706 Terroristic Threats.",2020,2,5,-80.03615436,40.44150025
1775,146981815,17000571,10,2017-01-01T21:10:00,2017-01-01,21:10:00,"300 Block North Shore Dr Pittsburgh, PA 15212",15212,Y,North Shore,1,TERRORISTIC THREATS,2706 Terroristic Threats. / 5505 Public Drunkenness / 5503 Disorderly Conduct. / 3503(b)(1)(i) Actual Communication,2205,1,1,-80.00964027,40.45494869
1856,147226112,17002249,10,2017-01-04T13:00:00,2017-01-04,13:00:00,"1000 Block Premier St Pittsburgh, PA 15201",15201,N,Stanton Heights,5,TERRORISTIC THREATS,2706 Terroristic Threats. / 2709(a)(3) Harassment No Legitimate Purpose,1018,7,2,-79.94221379,40.48407071
1857,147238678,17002395,10,2017-01-04T20:29:00,2017-01-04,20:29:00,"800 Block E Warrington Ave Pittsburgh, PA 15210",15210,N,Allentown,3,TERRORISTIC THREATS,2706 Terroristic Threats. / 2701(a)(3) Simple Assault - Attempts by Physical Menace  / 3304 Criminal Mischief.,1803,3,4,-79.99357756,40.42153188
2041,147824126,17007729,10,2017-01-13T02:00:00,2017-01-13,02:00:00,"2300 Block Mannheim St Pittsburgh, PA 15212",15212,N,Marshall-Shadeland,1,TERRORISTIC THREATS,2706 Terroristic Threats.,2704,1,1,-80.02984362,40.46278172
2152,148343751,17003955,10,2017-01-07T13:00:00,2017-01-07,13:00:00,"1500 Block Crucible St Pittsburgh, PA 15220",15220,Y,Crafton Heights,6,TERRORISTIC THREATS,2706 Terroristic Threats. / 2709(a)(4) Harassment Communicates Prohibited Acts,2814,2,5,-80.05111326,40.44716839
2194,148058251,17007100,10,2017-01-12T15:39:00,2017-01-12,15:39:00,"2500 Block Library Rd Pittsburgh, PA 15234",15234,Y,Overbrook,3,TERRORISTIC THREATS,2706 Terroristic Threats.,3207,4,4,-79.99611824,40.38224159
2336,148495736,17014417,10,2017-01-24T07:34:00,2017-01-24,07:34:00,"4000 Block Franklin Rd Pittsburgh, PA 15214",15214,N,Perry North,1,TERRORISTIC THREATS,2709(a) Harassment. / 2706 Terroristic Threats.,2602,1,1,-80.01884949,40.49129286
2359,147891598,17009046,10,2017-01-15T06:30:00,2017-01-15,06:30:00,"2100 Block Rhine St Pittsburgh, PA 15212",15212,N,Spring Hill-City View,1,TERRORISTIC THREATS,4952 Intimidation of Witnesses or Victims / 2706 Terroristic Threats. / 2709(a) Harassment.,2620,1,1,-79.99367687,40.46661676
2482,147870490,17008641,10,2017-01-14T21:26:00,2017-01-14,21:26:00,"10 Block Curtin Ave Pittsburgh, PA 15210",15210,Y,Beltzhoover,3,TERRORISTIC THREATS,2706 Terroristic Threats. / 4952 Intimidation of Witnesses or Victims,1809,3,4,-79.99866833,40.42057426
2510,148283761,17011878,10,2017-01-20T02:45:00,2017-01-20,02:45:00,"2900 Block Brighton Rd Pittsburgh, PA 15212",15212,N,Marshall-Shadeland,1,TERRORISTIC THREATS,2701(a)(3) Simple Assault - Attempts by Physical Menace  / 2706 Terroristic Threats.,2715,1,1,-80.02702529,40.47184609
2590,148164624,17007749,10,2017-01-09T10:01:00,2017-01-09,10:01:00,"10 Block Terminal Way Pittsburgh, PA 15219",15219,Y,South Side Flats,3,TERRORISTIC THREATS,2706 Terroristic Threats. / 2709(a)(4) Harassment Communicates Prohibited Acts,1702,3,4,-79.99681744,40.42984265
2662,147976578,17009968,10,2017-01-17T07:00:00,2017-01-17,07:00:00,"300 Block 3rd Ave Pittsburgh, PA 15222",15222,N,Central Business District,2,TERRORISTIC THREATS,2706 Terroristic Threats. / 2709(a)(3) Harassment No Legitimate Purpose,201,6,6,-80.00161855,40.43880878
2714,148391329,17013494,10,2017-01-22T15:32:00,2017-01-22,15:32:00,"1400 Block Chicago St Pittsburgh, PA 15214",15214,N,Northview Heights,1,TERRORISTIC THREATS,2701(a)(3) Simple Assault - Attempts by Physical Menace  / 2706 Terroristic Threats. / 3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another / 907 Possessing Instruments of Crime.,2609,1,1,-79.99971774,40.47907639
2799,148301502,17011955,10,2017-01-20T08:22:00,2017-01-20,08:22:00,"2000 Block Frankella Ave Pittsburgh, PA 15221",15221,N,East Hills,5,TERRORISTIC THREATS,2706 Terroristic Threats. / 2709(a)(4) Harassment Communicates Prohibited Acts / 2709.2 Stalking Conduct or Repeatedly Communicates / 2709.1 Stalking Conduct or Repeatedly Acts Including Follows,1306,9,2,-79.87044733,40.45167021
2801,147739267,17007002,10,2017-01-12T12:58:00,2017-01-12,12:58:00,"600 Block Hillsboro St Pittsburgh, PA 15204",15204,N,Sheraden,6,TERRORISTIC THREATS,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats / 2706 Terroristic Threats.",2018,2,5,-80.05278859,40.45382839
2828,147862888,16241789,10,2016-12-30T11:30:00,2016-12-30,11:30:00,"900 Block 2nd Ave Pittsburgh, PA 15219",15219,Y,Bluff,2,TERRORISTIC THREATS,2706 Terroristic Threats. / 2709(a)(4) Harassment Communicates Prohibited Acts,103,6,3,-79.99307769,40.4350955
2832,147829797,17007749,10,2017-01-09T10:01:00,2017-01-09,10:01:00,"10 Block Terminal Way Pittsburgh, PA 15219",15219,Y,South Side Flats,3,TERRORISTIC THREATS,2706 Terroristic Threats. / 2709(a)(4) Harassment Communicates Prohibited Acts,1702,3,4,-79.99681744,40.42984265
2853,147870827,17008684,10,2017-01-14T22:04:00,2017-01-14,22:04:00,"Brownsville Rd & Bausman St Pittsburgh, PA 15210",15210,N,Knoxville,3,TERRORISTIC THREATS,2706 Terroristic Threats.,3001,,,-79.9880386,40.41443424
2857,147901676,17009283,10,2017-01-16T00:16:00,2017-01-16,00:16:00,"5400 Block Walnut St Pittsburgh, PA 15232",15232,N,Shadyside,4,TERRORISTIC THREATS,2706 Terroristic Threats. / 5505 Public Drunkenness / 5503(a)(4) DISORDERLY CONDUCT - HAZARDOUS/PHYS. OFF,703,8,2,-79.93546217,40.45058849
2907,147950437,17003955,10,2017-01-07T13:00:00,2017-01-07,13:00:00,"1500 Block Crucible St Pittsburgh, PA 15220",15220,Y,Crafton Heights,6,TERRORISTIC THREATS,2706 Terroristic Threats. / 2709(a)(4) Harassment Communicates Prohibited Acts,2814,2,5,-80.05111326,40.44716839
2913,147944252,17009612,10,2017-01-16T14:45:00,2017-01-16,14:45:00,"1100 Block Brownsville Rd Pittsburgh, PA 15210",15210,N,Carrick,3,TERRORISTIC THREATS,2706 Terroristic Threats.,2901,4,4,-79.99089923,40.40493936
3018,148172156,17011094,10,2017-01-18T17:12:00,2017-01-18,17:12:00,"1000 Block Woodlow St Pittsburgh, PA 15205",15205,N,Crafton Heights,6,TERRORISTIC THREATS,2706 Terroristic Threats.,2814,2,5,-80.05235169,40.44592617
3061,147766659,17007100,10,2017-01-12T15:39:00,2017-01-12,15:39:00,"2500 Block Library Rd Pittsburgh, PA 15234",15234,Y,Overbrook,3,TERRORISTIC THREATS,2706 Terroristic Threats.,3207,4,4,-79.99611824,40.38224159
3124,148350279,17012756,10,2017-01-21T13:20:00,2017-01-21,13:20:00,"100 Block Penfort St Pittsburgh, PA 15214",15214,Y,Northview Heights,1,TERRORISTIC THREATS,2706 Terroristic Threats. / 2709(a) Harassment.,2609,1,1,-80.00282222,40.4733496
3230,148164742,17010920,10,2017-01-18T16:30:00,2017-01-18,16:30:00,"100 Block Grasmere St Pittsburgh, PA 15205",15205,N,Oakwood,6,TERRORISTIC THREATS,2709 Harassment (Non-Specific) / 2706 Terroristic Threats.,2812,2,5,-80.06551194,40.42795905
3246,147896279,17009168,10,2017-01-15T18:44:00,2017-01-15,18:44:00,"900 Block Manton Way Pittsburgh, PA 15210",15210,N,Allentown,3,TERRORISTIC THREATS,2706 Terroristic Threats.,1803,3,4,-79.99200501,40.42127288
3,147201002,17002116,6,2017-01-04T13:03:00,2017-01-04,13:03:00,"1200 Block Sunday Way Pittsburgh, PA 15212",15212,N,California-Kirkbride,1,THEFT,3921 Theft by Unlawful Taking or Disposition.,2507,6,1,-80.02532894,40.46040756
22,147449680,17004653,6,2017-01-08T12:00:00,2017-01-08,12:00:00,"5600 Block Broad St Pittsburgh, PA 15206",15206,N,Garfield,5,THEFT,3921 Theft by Unlawful Taking or Disposition. / 4106 Access Device Fraud,1114,9,2,-79.93016071,40.46447547
25,147451247,17004673,6,2017-01-08T18:00:00,2017-01-08,18:00:00,"30 Block S 10th St Pittsburgh, PA 15203",15203,N,South Side Flats,3,THEFT,3921 Theft by Unlawful Taking or Disposition.,1702,3,4,-79.98870153,40.42975134
39,146603204,16239475,6,2016-12-26T08:25:00,2016-12-26,08:25:00,"1600 Block Sandusky Ct Pittsburgh, PA 15212",15212,N,Fineview,1,THEFT,3921 Theft by Unlawful Taking or Disposition.,2509,6,1,-80.00544754,40.45893258
48,146746674,16240564,6,2016-12-28T09:00:00,2016-12-28,09:00:00,"30 Block Boggs Ave Pittsburgh, PA 15211",15211,N,Mount Washington,3,THEFT,3921 Theft by Unlawful Taking or Disposition.,1915,2,5,-80.00645085,40.42686919
63,146840287,16241307,6,2016-12-29T11:10:00,2016-12-29,11:10:00,"500 Block Boggs Ave Pittsburgh, PA 15211",15211,N,Mount Washington,3,THEFT,3921 Theft by Unlawful Taking or Disposition.,1915,2,5,-80.01011088,40.42295134
64,146840500,16241314,6,2016-12-29T11:43:00,2016-12-29,11:43:00,"3000 Block Brighton Rd Pittsburgh, PA 15212",15212,N,Marshall-Shadeland,1,THEFT,3921 Theft by Unlawful Taking or Disposition. / 4106 Access Device Fraud,2715,1,1,-80.02857761,40.47348361
67,-2860003743,16240019,6,2016-12-27T09:30:00,2016-12-27,09:30:00,"5700 Block Beacon St Pittsburgh, PA 15217",15217,N,Squirrel Hill South,4,THEFT,3921 Theft by Unlawful Taking or Disposition.,1413,5,3,-79.92469773,40.4345673
68,146701344,16240133,6,2016-12-27T14:30:00,2016-12-27,14:30:00,"1300 Block Western Ave Pittsburgh, PA 15233",15233,Y,Manchester,1,THEFT,3921 Theft by Unlawful Taking or Disposition.,2107,6,1,-80.02375971,40.45082302
76,146867475,16241518,6,2016-12-29T21:56:00,2016-12-29,21:56:00,"1700 Block Belleau Dr Pittsburgh, PA 15212",15212,N,Fineview,1,THEFT,3921 Theft by Unlawful Taking or Disposition.,2509,6,1,-80.00698007,40.46030258
97,146671877,16240061,6,2016-12-27T12:21:00,2016-12-27,12:21:00,"7100 Block Frankstown Ave Pittsburgh, PA 15208",15208,N,Homewood North,5,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,1302,9,2,-79.89848267,40.45783765
114,-2742022167,16242314,6,2016-12-31T01:26:00,2016-12-31,01:26:00,"90 Block Westwood St Pittsburgh, PA 15211",15211,N,Mount Washington,3,THEFT,3921 Theft by Unlawful Taking or Disposition.,1915,2,5,-80.00614915,40.42325805
117,146942922,16240133,6,2016-12-31T17:55:00,2016-12-31,17:55:00,"600 Block 1st Ave Pittsburgh, PA 15219",15219,Y,Manchester,1,THEFT,3921 Theft by Unlawful Taking or Disposition.,2107,6,6,-79.99630099,40.43469659
119,146783510,16240850,6,2016-12-28T19:00:00,2016-12-28,19:00:00,"6000 Block Penn Ave Pittsburgh, PA 15206",15206,N,East Liberty,5,THEFT,3921 Theft by Unlawful Taking or Disposition.,1115,9,2,-79.92457748,40.46107732
135,146774549,16240737,6,2016-12-28T12:00:00,2016-12-28,12:00:00,"6500 Block Meadow St Pittsburgh, PA 15206",15206,N,Larimer,5,THEFT,3921 Theft by Unlawful Taking or Disposition.,1204,9,2,-79.91120303,40.46197149
149,146860741,16241457,6,2016-12-29T20:06:00,2016-12-29,20:06:00,"S Braddock Ave & Waverly St Pittsburgh, PA 15221",15221,N,Point Breeze,4,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,1406,9,3,-79.89615254,40.44464032
154,146778725,16240798,6,2016-12-28T17:32:00,2016-12-28,17:32:00,"2000 Block Wharton St Pittsburgh, PA 15203",15203,N,South Side Flats,3,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,1702,3,4,-79.97681333,40.43002082
192,146942565,16242490,6,2016-12-31T16:30:00,2016-12-31,16:30:00,"Progress St & River Ave Pittsburgh, PA 15212",15212,N,North Shore,1,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,2205,1,1,-79.99545295,40.45004604
198,147038570,17000901,6,2017-01-02T14:00:00,2017-01-02,14:00:00,"Brushton Ave & Kelly St Pittsburgh, PA 15221",15221,N,Homewood South,5,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,1304,9,2,-79.88882121,40.45366301
203,147069041,17001200,6,2017-01-03T00:32:00,2017-01-03,00:32:00,"Centre Ave & Chatham St Pittsburgh, PA 15219",15219,N,Central Business District,2,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,201,6,6,-79.99337716,40.44024089
235,147279528,17002654,6,2017-01-05T08:40:00,2017-01-05,08:40:00,"400 Block N Graham St Pittsburgh, PA 15206",15206,N,Garfield,5,THEFT,3921 Theft by Unlawful Taking or Disposition.,1114,7,2,-79.93705213,40.45931694
238,146789414,16240820,6,2016-12-28T17:58:00,2016-12-28,17:58:00,"Shetland St & Vanilla Way Pittsburgh, PA 15206",15206,Y,Larimer,5,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item / 3921 Theft by Unlawful Taking or Disposition. / 3925 Receiving Stolen Property. / 607.06 Carrying of Operable Firearms Prohibited / 6110.2 Possesion of Firearm with Altered Mfg. Number,1204,9,2,-79.91009724,40.46428354
260,-2952000983,17000969,6,2017-01-01T19:00:00,2017-01-01,19:00:00,"3100 Block Chartiers Ave Pittsburgh, PA 15204",15204,Y,Sheraden,6,THEFT,3921 Theft by Unlawful Taking or Disposition.,2022,2,5,-80.06110096,40.45386432
266,147343157,17002611,6,2017-01-05T06:30:00,2017-01-05,06:30:00,"4400 Block Centre Ave Pittsburgh, PA 15213",15213,N,North Oakland,4,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,403,8,3,-79.95357931,40.45117795
294,147212078,17002173,6,2016-12-28T00:01:00,2016-12-28,00:01:00,"1000 Block 5th Ave Pittsburgh, PA 15219",15219,N,Central Business District,2,THEFT,3921 Theft by Unlawful Taking or Disposition.,201,6,3,-79.99083635,40.43856481
298,147122650,17001654,6,2017-01-03T15:00:00,2017-01-03,15:00:00,"1800 Block St Paul St Pittsburgh, PA 15203",15203,N,South Side Slopes,3,THEFT,3921 Theft by Unlawful Taking or Disposition.,1706,3,4,-79.98172238,40.42179883
310,147374819,17003478,6,2017-01-05T09:00:00,2017-01-05,09:00:00,"200 Block Paul St Pittsburgh, PA 15211",15211,N,Mount Washington,3,THEFT,3921 Theft by Unlawful Taking or Disposition. / 4105(a)(1) Bad Checks,1915,2,5,-80.01003506,40.4224154
327,147234978,17002383,6,2016-12-30T17:00:00,2016-12-30,17:00:00,"1400 Block Buena Vista St Pittsburgh, PA 15212",15212,N,Central North Side,1,THEFT,"3924 Theft of Property Lost, Mislaid or Delivered by Mistake.",2503,6,1,-80.01429958,40.45645094
340,147423754,17004058,6,2017-01-07T15:15:00,2017-01-07,15:15:00,"1900 Block Centre Ave Pittsburgh, PA 15219",15219,N,Central Business District,2,THEFT,3921 Theft by Unlawful Taking or Disposition.,201,6,3,-79.98082794,40.44316841
365,147295270,17002730,6,2017-01-05T11:24:00,2017-01-05,11:24:00,"7200 Block Kedron St Pittsburgh, PA 15208",15208,N,Homewood North,5,THEFT,"3921 Theft by Unlawful Taking or Disposition. / 2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",1302,9,2,-79.8949238,40.46075333
373,147439518,17004407,6,2017-01-08T07:50:00,2017-01-08,07:50:00,"1900 Block Arlington Ave Pittsburgh, PA 15210",15210,N,Mount Washington,3,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,1903,3,4,-79.9805088,40.41750412
387,147127795,17001708,6,2017-01-03T17:30:00,2017-01-03,17:30:00,"300 Block 6th Ave Pittsburgh, PA 15222",15222,Y,Central Business District,2,THEFT,3921 Theft by Unlawful Taking or Disposition.,201,6,6,-79.99945175,40.44165074
396,147360757,17003327,6,2017-01-05T18:00:00,2017-01-05,18:00:00,"1400 Block Kenberma Ave Pittsburgh, PA 15216",15216,N,Beechview,6,THEFT,3921 Theft by Unlawful Taking or Disposition.,1916,4,5,-80.02222455,40.41293496
427,147459765,17004856,6,2017-01-09T02:15:00,2017-01-09,02:15:00,"6900 Block Mt Vernon St Pittsburgh, PA 15208",15208,Y,Homewood West,5,THEFT,3921 Theft by Unlawful Taking or Disposition.,1207,9,2,-79.90110716,40.46284449
451,146929410,16242312,6,2016-12-30T16:00:00,2016-12-30,16:00:00,"200 Block Curranhill Ave Pittsburgh, PA 15216",15216,N,Beechview,6,THEFT,3921 Theft by Unlawful Taking or Disposition. / 4106 Access Device Fraud,1920,4,5,-80.01885289,40.4053953
470,147502071,17005197,6,2017-01-09T17:24:00,2017-01-09,17:24:00,"600 Block East Ohio St Pittsburgh, PA 15212",15212,N,East Allegheny,1,THEFT,3921 Theft by Unlawful Taking or Disposition.,2304,1,1,-79.99897476,40.45396982
490,146962469,17000239,6,2017-01-01T09:15:00,2017-01-01,09:15:00,"Penn Ave & 32nd St Pittsburgh, PA 15201",15201,N,Strip District,2,THEFT,"3924 Theft of Property Lost, Mislaid or Delivered by Mistake.",203,7,6,-79.96994903,40.46077174
493,146963123,17000343,6,2017-01-01T06:35:00,2017-01-01,06:35:00,"6800 Block Forward Ave Pittsburgh, PA 15221",15221,Y,Lincoln-Lemington-Belmar,4,THEFT,3921 Theft by Unlawful Taking or Disposition. / 2701 Simple Assault.,1201,5,3,-79.90643565,40.42736141
